AVG RESPONSE TIME,STD DEV,COST,ACTIVE SERVERS
2.016370204426917,1.9962375191516595,138.95040222489345,10
2.0367632460679386,2.0258919792229406,135.93886265790522,10
2.003447878190116,1.9976828973301541,135.23494498300255,10
2.0237564795982173,2.0151097341385547,139.2926066816167,11
2.0144714680159477,1.9910960510006057,133.8722855930261,10
2.0147939139245077,2.003255907192615,135.015411039759,10
2.005244461848559,1.990657355443464,144.28405792584823,11
2.025344823055513,2.0253537409314384,136.23638843262538,10
2.0082095023968156,1.9828909811704805,135.0826474070485,10
2.0322005589579164,2.0210682567341793,135.24498531790445,10
2.0211838158139774,1.9938641376777337,134.1450188573884,10
2.024207270058744,2.0107952457076115,133.39751969926607,10
2.0089426237977994,1.9854289020261915,136.31158268685138,10
2.040029384443761,2.017865397317674,135.70488624274802,10
2.0196936481417342,1.997759790887418,133.5219815359339,10
2.0183244419736246,1.9939139372266113,134.7075998837478,10
2.0044890043269143,1.99008191925667,135.13998397701468,10
2.003778928223616,1.9852487797684877,140.90989954254277,11
2.0278073056231736,1.9999164942301957,133.91939079682115,10
2.016414242731853,2.009119979923394,135.8728525827171,10
2.010003110905528,1.9774369685582298,137.37382739256765,10
2.0150098687764846,2.0043569131911623,134.00637365844727,10
1.993409975215791,1.9907068859364108,144.53657411721116,11
2.0226389794833954,1.9950836512573762,140.15697011405035,11
2.0153770558598403,1.9924591036433619,136.48915892064738,10
2.0301097086108557,2.0104859232160073,133.4937842511046,10
2.0250375994121166,1.9940466452483836,133.63053920623474,10
2.031188742420572,2.01831201865886,134.03896783306234,10
2.0070110023893384,1.9859342080794025,135.88362626569574,10
2.0296888135638866,2.021617944278549,134.0067801543535,10
