AVG RESPONSE TIME,STD DEV,COST,ACTIVE SERVERS
2.1809331833626047,2.0633510091204217,109.94225831162612,8
2.203300632300502,2.0805170470789776,110.37482087994046,8
2.2302666554272137,2.118925119572036,111.77113719615963,9
2.1885410480730507,2.094172098170625,117.44664033961605,9
2.160407150997362,2.046270108531379,110.93272027728054,8
2.0561087771788458,1.9929274306102793,121.93108361999377,9
2.3203127387822704,2.1330285264727697,109.56397887456184,8
2.134336712715661,2.0186145393726207,109.56350227527173,8
2.169640970417718,2.054934310736092,109.7582133458796,8
2.209682770811932,2.0688444943461186,109.97665053564847,8
2.1530536294022555,2.0379635262013904,110.68880407567148,8
2.145161872254569,2.0265340596204346,109.70003996309649,8
2.1543970032047515,2.0438274767589535,110.08400601485138,8
2.1196307958182494,2.0207224398779444,110.8611414657343,8
2.091797710584619,2.014261712596108,120.2554100735559,9
2.111686903719658,2.0500985400240896,118.05128122064465,9
2.1228670432631693,2.007067867144148,111.29256839729373,9
2.1660324057835822,2.055827205037503,109.83801992074277,8
2.1894804253417406,2.0723178360523185,110.3790116149233,8
2.1728424355892404,2.071829868541714,111.3209520810374,8
2.0729668498087177,1.9950443575745287,119.10692998842975,9
2.297898532925817,2.1223956291977752,107.23288829229574,8
2.152695139660154,2.048427143500087,110.45954400140518,8
2.2275889053382296,2.0739959095148737,110.56042524442614,8
2.194413322867502,2.057567262272984,109.85074263755507,8
2.1808799680691786,2.0612796574038463,110.12013083510593,8
2.1405409538338436,2.040348507668254,110.51944755939304,8
2.2039810489722345,2.075110908391738,110.66321233032122,8
2.2019128972757893,2.078707391678811,109.68674044265401,8
2.162538865347674,2.054585618268354,109.89154198693512,8
