AVG RESPONSE TIME,STD DEV,COST,ACTIVE SERVERS
1.9943107274457221,1.984605907718625,195.47338675995948,14
1.9951234802317148,1.989922834439838,181.12550624703204,14
2.008060194488639,2.001948283843396,193.70110194089807,14
2.0050989113879245,2.010115055505166,205.79978963980807,15
1.9892174858941851,1.9786767793405968,193.60250487756846,14
1.9948526800858168,1.9808511778145097,205.99830528854832,15
2.000286306987545,2.00321487613084,194.1394459093124,14
1.999191600245923,1.9899422425684994,194.02870195158937,14
1.99649041977372,2.003348601197755,195.075782473987,14
2.0025896777485817,2.005609938504598,205.5347700590703,15
1.9953984982266613,1.985317126365015,217.64638724967062,16
1.9901041721249293,1.9790189621228373,217.95298707910376,16
2.0007925610455763,1.9980910202382836,193.96189788953922,14
2.004386969021536,2.004468461830639,194.85106117854397,14
2.0008117819054267,1.9945888736466826,194.7062110780746,14
2.000161011250715,1.995994613278716,194.1833566708775,14
2.007692609618337,1.9919908163113567,217.60095882920277,16
2.003702882316134,1.986709952214698,192.7008859125577,14
2.0018051178714016,1.9943979634930593,205.55748451549044,15
2.012248641938078,2.00711446945958,195.40138650368206,14
1.9973863463649169,2.000761006710517,206.35859648534878,15
1.9932657055675074,1.9954968970783904,182.05913760136877,13
1.9985721600574942,1.995099331631031,193.6703537709592,14
2.001704787447226,1.9966598972934841,181.96547107229463,14
1.9963698088212318,2.0038161851508334,224.73029792392666,16
2.0007011859205734,2.0046874273822644,195.74202439955596,14
1.9956312635230673,2.002855457721781,205.9653712024881,15
1.9997555641098177,2.0105838653901125,204.41462379483642,15
2.0054329124037693,2.006780856100269,193.86410226662224,14
1.9840403865904943,1.9922586886915494,205.3850775407151,15
