AVG RESPONSE TIME,STD DEV,COST,ACTIVE SERVERS
1.9931055387453402,1.9912120964990074,217.84578803760252,16
2.003330631352428,1.9973456288420175,193.78432972083874,14
2.0002756343061194,1.9905425668224936,206.241977646141,15
2.022967440237438,2.0240228800531344,194.47853421479704,14
1.9967399290351193,1.9923375112775406,193.90629857384295,14
1.9934030229511124,1.9894799226930433,181.78593510829506,14
1.995440133686059,1.9752936353054455,207.02511378708155,15
1.9967296626305175,1.9999873088558895,180.8071572275109,14
2.0024735831519487,2.0036544214093466,194.7194280191741,14
2.009948319992654,2.0044771013422533,204.49871786498375,15
2.0147445779299336,2.0018385293623027,204.59493714351566,15
2.0061224046833015,2.0299361275783987,193.9743461598728,14
2.0132280885881113,2.0103281674153783,194.23669831100523,14
2.018011739406503,2.030836053671099,182.51149532814128,14
1.999033667071085,1.9967634606578506,195.09512862159664,14
2.002193064779023,1.9995055942182216,192.43900836428776,14
1.9982644075760636,1.9901859960155772,216.14018690360209,16
1.9951464332802022,2.0135786542587923,193.65901066891115,14
1.9973802056527565,2.0056686009828018,193.5996524987854,14
2.0054680007943966,1.986403854542758,202.65078726446302,15
2.0044293955734585,2.010274816053477,231.76144546601572,17
2.0147098661491416,2.011223108646537,182.71651869306842,14
2.0018925177713287,2.014454125272892,194.0588430924566,14
1.9859160807295844,1.9881437593966496,203.3260045805201,15
2.012916094085366,2.0070589757605695,193.40915672307003,14
1.9936590277050186,1.9979786047909056,217.28076872639164,16
1.9962534672659837,1.9865855027062223,217.22766807211133,16
1.9984953669809185,1.9951156520751474,207.71442266573052,15
1.9880580716647627,2.0032903445702144,193.3398384337801,14
1.992858145817328,1.9879218121924478,205.96497884220736,15
