AVG RESPONSE TIME,STD DEV,COST,ACTIVE SERVERS
2.0142454790442925,2.010939356647024,252.8535803564961,19
1.992230723794233,1.970372195452853,254.91246365059072,19
1.9937216428275528,1.988907746090926,251.95385614615435,19
1.9839184965349992,1.987553618354371,253.37067711980492,19
1.9951777830114075,1.9937953812982432,253.15452245275904,19
2.006673537858901,2.002765416344655,256.10490140446984,19
2.0020228478363293,2.005717635680352,252.13376738174762,19
2.005850799482636,2.007250492848096,252.43087085372818,19
2.013193961375812,2.0272501035220047,254.00816451869642,19
2.00999770770563,2.010121535618689,252.20664157639948,19
1.9851073042260658,1.984365733161741,251.6169995950567,19
1.9977402710087295,1.9926128153093412,253.844893347183,19
2.003533904114054,2.0063592014855294,253.99062967708144,19
1.989523569369782,1.9852521593209502,254.91376384634523,19
2.002710568409109,1.9853831655766765,251.53523673827254,19
1.9978388929926436,1.9944334851044094,250.54950318266845,19
2.001141293198447,2.0135363548447103,254.8318025664419,19
1.9998237614452428,2.0039938990759913,253.16522556386954,19
2.004796152752266,2.0224785657747235,254.24038544584815,19
2.0064258977309115,1.9958799303148351,254.7310600411981,19
1.9874594732504898,1.9795936507484009,252.6809756867772,19
2.0033765547654534,1.9933561617484166,252.95552774525578,19
1.9978932718268672,2.004566388798071,254.4632814179755,19
1.9971453049848655,2.0057150396208816,252.4807785828963,19
2.0154330141547425,2.0074098383323653,254.46244893033932,19
2.001673042763055,2.020174179897406,255.02978559711676,19
2.010001029181778,2.0021374854459535,254.4300376086198,19
2.003186619684736,1.9899786863909037,251.73012918244308,19
2.0164142773473066,2.0197364946861733,255.4314879383806,19
2.005446849408487,1.9983258405134092,252.91652812078837,19
